#Wavelength (nm)	Absorption Cross Section (cm^2*molecules^-1)
388.95	7.084075381999029308e-24
388.96	6.945312633480839718e-24
388.97	6.711922742669229832e-24
388.98	6.448633863977909710e-24
388.99	6.306471650082469859e-24
389.00	6.176181713800469762e-24
389.01	5.960683817206039863e-24
389.02	5.731347050044059745e-24
389.03	5.690356545484599947e-24
389.04	5.894606697688269909e-24
389.05	6.037138551081319915e-24
389.06	6.014974366800539699e-24
389.07	6.078448974217460012e-24
389.08	6.316513579782259976e-24
389.09	6.693082703165970697e-24
389.10	7.055293683138739773e-24
389.11	7.179987558284130393e-24
389.12	7.230410537061399855e-24
389.13	7.359170874237789574e-24
389.14	7.331622207260709507e-24
389.15	7.390642506793039478e-24
389.16	7.365485317538219918e-24
389.17	7.265384554505859736e-24
389.18	7.131792686669660694e-24
389.19	6.927168807838819370e-24
389.20	6.782598494552230673e-24
389.21	6.679026349823570452e-24
389.22	6.475515270229450171e-24
389.23	6.386790818210639888e-24
389.24	6.372373378294040081e-24
389.25	6.473130492478200150e-24
389.26	6.590233051612940177e-24
389.27	6.661360646523930545e-24
389.28	6.621465784125350401e-24
389.29	6.591031182315889888e-24
389.30	6.637860091653780633e-24
389.31	6.765109755137789647e-24
389.32	6.870603745718209633e-24
389.33	6.772396921203369632e-24
389.34	6.716129948125710708e-24
389.35	6.647209370312219518e-24
389.36	6.525072792640320035e-24
389.37	6.502027736762919906e-24
389.38	6.580185432388609695e-24
389.39	6.690694540203460178e-24
389.40	6.821976577448699980e-24
389.41	6.686523061834099642e-24
389.42	6.579967264835849759e-24
389.43	6.557381984994189973e-24
389.44	6.554249569900339684e-24
389.45	6.454484716876449932e-24
389.46	6.362908166430029995e-24
389.47	6.328940054224710166e-24
389.48	6.505599811219570091e-24
389.49	6.615724362973700114e-24
389.50	6.575651929405989894e-24
389.51	6.543094723773279949e-24
389.52	6.475936468918540048e-24
389.53	6.321727954663710288e-24
389.54	6.247018601842349914e-24
389.55	6.315966962499109755e-24
389.56	6.394657883095209655e-24
389.57	6.338435880197369968e-24
389.58	6.247275923956440222e-24
389.59	6.230317667780960093e-24
389.60	6.294967068496509897e-24
389.61	6.357317609647469769e-24
389.62	6.436325611602429998e-24
389.63	6.551810859651619808e-24
389.64	6.597815619917900244e-24
389.65	6.739420443706480494e-24
389.66	6.789748389021469456e-24
389.67	6.731657482730389859e-24
389.68	6.840932119546050721e-24
389.69	6.789113861905800055e-24
389.70	6.671827025427899695e-24
389.71	6.502815967198579885e-24
389.72	6.467882020182520038e-24
389.73	6.474014328362890224e-24
389.74	6.371202209606509779e-24
389.75	6.309573159317689679e-24
389.76	6.300987543306430000e-24
389.77	6.272577117502409653e-24
389.78	6.228477159614440070e-24
389.79	6.182813934156600068e-24
389.80	6.088899551965139746e-24
389.81	5.989367744960650185e-24
389.82	5.964073450254320145e-24
389.83	5.999164516024650242e-24
389.84	6.123868761634860069e-24
389.85	6.383265169894850157e-24
389.86	6.533505992161700147e-24
389.87	6.534945951998330017e-24
389.88	6.391416098273660114e-24
389.89	6.270663823576460302e-24
389.90	6.276847394321299639e-24
389.91	6.264147490906609703e-24
389.92	6.328871815592540181e-24
389.93	6.382562557322009879e-24
389.94	6.349674938881980203e-24
389.95	6.332255192554209914e-24
389.96	6.308885864545760346e-24
389.97	6.271260866675259639e-24
389.98	6.285923225837790028e-24
389.99	6.321147712221090201e-24
390.00	6.371193030864570366e-24
390.01	6.436911545258370286e-24
390.02	6.400385615590759721e-24
390.03	6.284458999025780360e-24
390.04	6.037030167577439830e-24
390.05	5.816978503566219928e-24
390.06	5.618338013120349801e-24
390.07	5.585374816663640303e-24
390.08	5.604560570199269744e-24
390.09	5.599311091803190285e-24
390.10	5.617123850959129900e-24
390.11	5.709453335333799866e-24
390.12	5.850553546259019801e-24
390.13	5.997792733511599969e-24
390.14	6.139643499445850360e-24
390.15	6.247569920195379908e-24
390.16	6.308712225420839929e-24
390.17	6.408876946896359925e-24
390.18	6.593243666419850004e-24
390.19	6.625121738165709316e-24
390.20	6.506541629433900196e-24
390.21	6.433133665101499903e-24
390.22	6.484532311513929660e-24
390.23	6.450550959647449850e-24
390.24	6.361073805114810046e-24
390.25	5.523922798889159967e-24
390.26	5.333419906542200063e-24
390.27	5.270791050003719673e-24
390.28	5.308075732022429841e-24
390.29	5.357337759144959912e-24
390.30	5.529407448897099917e-24
390.31	5.692425661547849670e-24
390.32	5.839447673319129714e-24
390.33	6.087857277950459745e-24
390.34	6.315416603180129785e-24
390.35	6.481344729540640062e-24
390.36	6.650077991989869649e-24
390.37	6.694501630198490671e-24
390.38	6.650994981377669748e-24
390.39	6.671235006549059858e-24
390.40	6.746816197562649949e-24
390.41	6.759074161178990179e-24
390.42	6.633729092875039614e-24
390.43	6.414454542809720088e-24
390.44	6.314875725431409962e-24
390.45	6.273573065773439933e-24
390.46	6.286028465020579715e-24
390.47	6.259874117946929987e-24
390.48	6.232655242079020363e-24
390.49	6.202673850851740359e-24
390.50	6.195643975830780067e-24
390.51	6.290306851956239698e-24
390.52	6.463098610960479939e-24
390.53	6.658045631959649317e-24
390.54	6.619307408816680221e-24
390.55	6.526383634764720025e-24
390.56	6.460539007367860148e-24
390.57	6.328341746146380315e-24
390.58	6.185799713976620276e-24
390.59	6.095042577687589764e-24
390.60	5.987493210597629683e-24
390.61	5.871857555411660019e-24
390.62	5.685530013867810079e-24
390.63	5.767104494278620357e-24
390.64	5.728074287728570004e-24
390.65	5.592567980065939672e-24
390.66	5.469203039289450152e-24
390.67	5.386631066484890264e-24
390.68	5.326008532813109791e-24
390.69	5.313216776582689729e-24
390.70	5.423320634970069761e-24
390.71	5.634358061444529701e-24
390.72	5.832333192015999976e-24
390.73	5.867901404181049738e-24
390.74	5.813697012859319915e-24
390.75	5.817471416930120358e-24
390.76	5.738477528543630357e-24
390.77	5.705393281745029884e-24
390.78	5.686314006868999688e-24
390.79	5.612133506023389976e-24
390.80	5.698527538289549670e-24
390.81	5.890973888078210198e-24
390.82	6.132566272831049640e-24
390.83	6.135585349980010293e-24
390.84	6.148779823149840087e-24
390.85	6.188269306341850002e-24
390.86	6.270517937516990215e-24
390.87	6.413371318168460198e-24
390.88	6.482690065817469871e-24
390.89	6.517183496885649797e-24
390.90	6.568089713551199862e-24
390.91	6.572921800119809902e-24
390.92	6.500075398262170160e-24
390.93	6.398327401560739983e-24
390.94	6.355450901891160037e-24
390.95	6.350093201197420187e-24
390.96	6.334156306818890002e-24
390.97	6.275393817535640269e-24
390.98	6.464110243185900191e-24
390.99	6.711729324409710401e-24
391.00	6.849687600644400497e-24
391.01	6.869726577743439579e-24
391.02	6.728285807928919556e-24
391.03	6.609804005208170281e-24
391.04	6.613031122394879784e-24
391.05	6.624884192377470513e-24
391.06	6.646626202120740451e-24
391.07	6.651398353573950466e-24
391.08	6.605686127215569754e-24
391.09	6.534801138738430190e-24
391.10	6.470885066158639998e-24
391.11	6.421091655617520206e-24
391.12	6.399445438642769842e-24
391.13	6.421533518892449860e-24
391.14	6.413862923512019969e-24
391.15	6.440918898751219880e-24
391.16	6.440994617133070346e-24
391.17	6.500640153085120332e-24
391.18	6.513310496355950133e-24
391.19	6.456322752452910077e-24
391.20	6.370424748957139819e-24
391.21	6.330979141685520216e-24
391.22	6.311217533971839792e-24
391.23	6.359148507696739696e-24
391.24	6.349566825586379883e-24
391.25	6.312061244660499880e-24
391.26	6.356935319984680029e-24
391.27	6.403585237209150006e-24
391.28	6.334035827788469730e-24
391.29	6.210559046383750296e-24
391.30	6.131220061084330088e-24
391.31	6.082886089015899759e-24
391.32	6.049380702971819969e-24
391.33	5.985265864187630139e-24
391.34	5.911898908716580109e-24
391.35	5.733197218711059840e-24
391.36	5.547985902150870310e-24
391.37	5.455021715563149937e-24
391.38	5.485945452899019969e-24
391.39	5.595204921054869847e-24
391.40	5.781735628674350037e-24
391.41	5.954159782964649682e-24
391.42	6.189620018973629683e-24
391.43	6.461064285197400252e-24
391.44	6.742268226860650366e-24
391.45	7.087943653255830374e-24
391.46	7.400142623785910559e-24
391.47	7.553348884524060187e-24
391.48	7.603330551841209557e-24
391.49	7.610400809347050244e-24
391.50	7.496472610729409741e-24
391.51	7.310193350279679989e-24
391.52	7.042487974283420393e-24
391.53	6.705046659700419597e-24
391.54	6.390460079218590081e-24
391.55	6.059405666305380209e-24
391.56	5.831562869018469655e-24
391.57	5.749873921985559766e-24
391.58	5.577826254059619740e-24
391.59	5.422520760159750132e-24
391.60	5.321977316905999728e-24
391.61	5.221071589473429701e-24
391.62	5.155782385286919899e-24
391.63	5.155618969018749971e-24
391.64	5.228226118588700161e-24
391.65	5.322280788696350367e-24
391.66	5.326244489436899983e-24
391.67	5.243411903526620149e-24
391.68	5.144757168886479965e-24
391.69	5.097008796997370120e-24
391.70	5.165633395774289896e-24
391.71	5.301705339879610102e-24
391.72	5.474067441727009713e-24
391.73	5.679814634421900187e-24
391.74	5.797350908698729960e-24
391.75	5.892107343555919722e-24
391.76	5.988158369671920149e-24
391.77	6.031810972461039962e-24
391.78	6.017163807789579694e-24
391.79	5.957312235501059651e-24
391.80	5.876757473424740300e-24
391.81	5.871021432064419828e-24
391.82	5.851327223910770319e-24
391.83	5.799816606111289959e-24
391.84	5.714852931355640311e-24
391.85	5.548151578927860340e-24
391.86	5.367668990630710254e-24
391.87	5.235404427366230142e-24
391.88	5.179859717302140338e-24
391.89	5.167772052782530013e-24
391.90	5.125761802784560253e-24
391.91	5.029015580719499783e-24
391.92	4.908570501016470172e-24
391.93	4.855800539706109873e-24
391.94	4.945105025361500297e-24
391.95	5.088917837602680316e-24
391.96	5.335241007100130175e-24
391.97	5.618498937445749750e-24
391.98	5.893645701497430030e-24
391.99	5.936445776684870141e-24
392.00	5.922962522934099809e-24
392.01	5.803044611647699993e-24
392.02	5.760099783306169930e-24
392.03	5.642009632314770223e-24
392.04	5.495604610480559942e-24
392.05	5.407501589126699840e-24
392.06	5.346885893249899912e-24
392.07	5.281776650389390079e-24
392.08	5.222849675196580258e-24
392.09	5.108597028962289811e-24
392.10	5.024996178014209796e-24
392.11	5.064360222159769891e-24
392.12	5.212821568792610059e-24
392.13	5.385655608741300009e-24
392.14	5.580832588667269820e-24
392.15	5.800298894862490165e-24
392.16	5.935511923618220255e-24
392.17	5.938977090482999973e-24
392.18	5.808640980273800320e-24
392.19	5.738639048456839730e-24
392.20	5.711595324390869781e-24
392.21	5.681602903897560039e-24
392.22	5.619823195445170119e-24
392.23	5.681665914893109896e-24
392.24	5.841292628118470272e-24
392.25	6.040197372578930266e-24
392.26	6.026205956628159938e-24
392.27	5.900614302212029938e-24
392.28	5.742009552421330277e-24
392.29	5.663568763567230178e-24
392.30	5.646848458852989922e-24
392.31	5.579186382446660241e-24
392.32	5.581660187808089923e-24
392.33	5.623529247019079637e-24
392.34	5.641232214278799926e-24
392.35	5.613497354895980332e-24
392.36	5.495555041445679804e-24
392.37	5.440000339287930355e-24
392.38	5.515452503299829813e-24
392.39	5.611596850131249879e-24
392.40	5.735950287480240030e-24
392.41	5.942993838994600254e-24
392.42	6.204636949800650061e-24
392.43	6.429303789024290337e-24
392.44	6.476465734023910155e-24
392.45	6.391420361574209969e-24
392.46	6.323361560774369866e-24
392.47	6.347916332331279802e-24
392.48	6.417687269049159889e-24
392.49	6.417251046951950138e-24
392.50	6.324113729664050294e-24
392.51	6.302297191334610205e-24
392.52	6.210771988963699893e-24
392.53	6.001291236680530250e-24
392.54	5.766957440634780281e-24
392.55	5.635850124820149645e-24
392.56	5.659053948765319804e-24
392.57	5.729112692061269670e-24
392.58	5.825110329993210236e-24
392.59	5.871989548334039936e-24
392.60	5.917451658810540337e-24
392.61	6.033023918901299964e-24
392.62	6.113069146730420033e-24
392.63	6.271397059456209753e-24
392.64	6.334422590996289952e-24
392.65	6.333429645243670323e-24
392.66	6.325149528977480166e-24
392.67	6.334477818296240279e-24
392.68	6.289468136054000309e-24
392.69	6.228769980130149898e-24
392.70	6.177417511666299830e-24
392.71	6.115543826053990161e-24
392.72	6.069356260605859961e-24
392.73	6.041184185481410220e-24
392.74	6.055568814247410225e-24
392.75	6.100096690216180133e-24
392.76	6.188148678314290358e-24
392.77	6.254336129890770022e-24
392.78	6.263246802266160080e-24
392.79	6.308162897882379992e-24
392.80	6.442712672795710168e-24
392.81	6.512792804844269689e-24
392.82	6.526464709892839755e-24
392.83	6.287369757563469675e-24
392.84	6.121320479299620167e-24
392.85	6.034626843653579971e-24
392.86	5.953001316539260117e-24
392.87	5.760444762069830124e-24
392.88	5.594227394051810253e-24
392.89	5.462824301028259813e-24
392.90	5.505829382826680029e-24
392.91	5.501468875136930273e-24
392.92	5.619519449198669740e-24
392.93	5.750133808008380182e-24
392.94	5.868321708885520304e-24
392.95	5.919657252016589793e-24
392.96	5.928448566317780295e-24
392.97	5.942787130088030338e-24
392.98	6.020116185150530106e-24
392.99	6.050450508202409777e-24
393.00	5.999987958761759810e-24
393.01	5.847732505892370312e-24
393.02	5.725550809824730338e-24
393.03	5.649994196452680055e-24
393.04	5.527746281453169933e-24
393.05	5.428015177225060181e-24
393.06	5.419974119879139908e-24
393.07	5.525817726194740323e-24
393.08	5.777409531555160261e-24
393.09	6.088998165473819720e-24
393.10	6.368462028595770269e-24
393.11	6.612972486291589907e-24
393.12	6.761710721805059735e-24
393.13	6.835260891394039612e-24
393.14	6.935393927764060135e-24
393.15	7.022943676610869520e-24
393.16	7.035316489619650000e-24
393.17	6.931486875104659780e-24
393.18	6.708613616704120318e-24
393.19	6.540968525575030081e-24
393.20	6.325732467096899642e-24
393.21	6.175923638065930147e-24
393.22	6.039730144562410122e-24
393.23	5.847922730950009839e-24
393.24	5.740782883983529672e-24
393.25	5.806231775748880064e-24
393.26	5.950377434128499767e-24
393.27	6.152450740688430115e-24
393.28	6.325847040688589917e-24
393.29	6.403188244358739874e-24
393.30	6.507635894817100361e-24
393.31	6.673645146027159966e-24
393.32	6.802008875173760541e-24
393.33	6.822363465662990226e-24
393.34	6.799232159092979807e-24
393.35	6.805659952524260339e-24
393.36	6.827848150018740660e-24
393.37	6.880636742700050671e-24
393.38	6.860896003440260482e-24
393.39	6.848834833003020122e-24
393.40	6.837594611579339450e-24
393.41	6.717114613277219570e-24
393.42	6.587188993614320260e-24
393.43	6.519051751143429798e-24
393.44	6.519710615355749800e-24
393.45	6.497073026519099876e-24
393.46	6.416560061360590123e-24
393.47	6.263433056388219762e-24
393.48	6.221031874488820012e-24
393.49	6.327595865196040122e-24
393.50	6.355442867015870318e-24
393.51	6.336988343404330103e-24
393.52	6.351159408722529903e-24
393.53	6.359760964303439719e-24
393.54	6.368614691984230006e-24
393.55	6.380254695017430156e-24
393.56	6.444969667082609822e-24
393.57	6.514077042490040162e-24
393.58	6.468018277119320183e-24
393.59	6.344426903374539649e-24
393.60	6.214372588374650031e-24
393.61	6.168722032508780105e-24
393.62	6.268300726681459921e-24
393.63	6.421059941765800093e-24
393.64	6.450391315427350218e-24
393.65	6.405987785944529966e-24
393.66	6.407707069199430238e-24
393.67	6.594670880678879881e-24
393.68	6.705269739507990517e-24
393.69	6.683103370822349785e-24
393.70	6.648115491499529348e-24
393.71	6.581570819391079708e-24
393.72	6.536116920052109831e-24
393.73	6.634502540226210032e-24
393.74	6.753760650610049666e-24
393.75	6.858169566906140699e-24
393.76	6.831738895848540322e-24
393.77	6.809707627349939788e-24
393.78	6.825326752572979547e-24
393.79	6.775135006675540093e-24
393.80	6.887074733390930335e-24
393.81	6.988415150600729893e-24
393.82	6.981965673253480496e-24
393.83	6.956153197077060593e-24
393.84	7.093383934328159981e-24
393.85	7.297407018376969594e-24
393.86	7.380472731321930397e-24
